show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s8531,movie,the tigers of scotland,leanne gater,iain glen,United Kingdom,2018-11-01,2017,tv-g,58,documentaries,"this documentary highlights the endangered existence of the scottish wildcats, and the conservation efforts required to prevent their extinction."
s8532,movie,the time machine,simon wells,"guy pearce, samantha mumba, jeremy irons, mark addy, sienna guillory, phyllida law, alan young, omero mumba, yancey arias, orlando jones","United States, United Arab Emirates",2019-11-23,2002,pg-13,96,"action & adventure, sci-fi & fantasy","based on the h.g. wells classic, this adventure follows a scientist and inventor who's determined to prove to doubters that time travel is possible."
s8533,movie,the time traveler's wife,robert schwentke,"rachel mcadams, eric bana, arliss howard, ron livingston, stephen tobolowsky, michelle nolden, jane mclean, hailey mccann, tatum mccann, brooklynn proulx, alex ferris",United States,2019-10-01,2009,pg-13,107,"dramas, romantic movies, sci-fi & fantasy","due to a genetic disorder, handsome librarian henry involuntarily zips through time, appearing at various moments in the life of his true love."
s8535,movie,the tribes of palos verdes,"brendan malloy, emmett malloy","jennifer garner, maika monroe, cody fern, justin kirk, noah silver, elisabeth röhm, goran visnjic, joely fisher, milo gibson, alex neustaedter, stevie lynn jones, thomas cocquerel, alicia silverstone",United States,2019-12-01,2017,r,104,"dramas, independent movies, sports movies","when a move to an exclusive seaside community sends her mother and twin brother into a downward spiral, teenager medina finds solace in surfing."
s8536,movie,the trigger effect,david koepp,"kyle maclachlan, elisabeth shue, dermot mulroney, richard t. jones, bill smitrovich, michael rooker, tori kristiansen, tyra kristiansen",United States,2018-01-01,1996,r,94,thrillers,"when a power failure throws their suburban town into chaos, matthew and his wife stoop to desperate measures to secure medication for their child."
s8537,movie,the trip to spain,michael winterbottom,"steve coogan, rob brydon, marta barrio, claire keelan, margo stilley",United Kingdom,2017-12-12,2016,tv-ma,108,comedies,comedians steve coogan and rob brydon gorge on local delicacies and celebrity impressions as they reunite for a hilarious road trip through spain.
s8538,movie,the trust,"ben brewer, alex brewer","nicolas cage, elijah wood, sky ferreira, jerry lewis, eric heister, alexandria lee, ethan suplee, kenna james, steven williams, carl windom carlito",United States,2019-04-01,2015,r,91,thrillers,"discovering the location of a vault where a drug ring keeps its riches, two run-of-the-mill las vegas cops hatch a dicey plan to burgle it."
s8539,movie,the truth about alcohol,david briggs,javid abdelmoneim,United Kingdom,2017-08-01,2016,tv-14,58,"documentaries, international movies","emergency room doctor javid abdelmoneim endeavors to learn the truth about alcohol, both its benefits and risks, by exploring the science of drinking."
s8541,movie,the tuxedo,kevin donovan,"jackie chan, jennifer love hewitt, jason isaacs, debi mazar, ritchie coster, peter stormare, mia cottet, romany malco, daniel kash",United States,2019-11-01,2002,pg-13,99,"action & adventure, comedies","after a government spy is hospitalized, new york city cab driver jimmy unwillingly takes over the spy's role – with the aid of a computerized tuxedo."
s8543,movie,the ugly truth,robert luketic,"katherine heigl, gerard butler, eric winter, john michael higgins, bree turner, nick searcy, kevin connolly, cheryl hines, bonnie somerville, yvette nicole brown, nate corddry, noah matthews",United States,2019-04-25,2009,r,96,"comedies, romantic movies","a chauvinistic morning-show commentator tries to prove the relationship theories he espouses on a segment called ""the ugly truth."""
s8544,movie,the unborn child,poj arnon,"somchai kemglad, pitchanart sakakorn, chinaradi anupongphichart, arisara thongborisut, peerawit boonark, chudapha chanthakhet, ganthida chaang",Thailand,2018-07-30,2011,tv-ma,93,"horror movies, international movies","a couple and their young daughter are haunted by a paranormal, malicious presence – which is soon linked to a temple and a series of abortions."
s8547,movie,the unknown girl,"jean-pierre dardenne, luc dardenne","adèle haenel, olivier bonnaud, jérémie renier, louka minnella, christelle cornil, olivier gourmet, fabrizio rongione, thomas doret","Belgium, France",2017-12-12,2016,tv-ma,106,"dramas, international movies",a guilt-ridden doctor in a belgian town tries to uncover the identity of a woman who died after being turned away from her office.
s8548,movie,the unknown known,errol morris,"donald rumsfeld, errol morris",United States,2019-02-22,2013,pg-13,103,documentaries,"donald rumsfeld reviews his long political career, from his time in congress to serving as secretary of defense under gerald ford and george w. bush."
s8549,movie,the vatican tapes,mark neveldine,"olivia taylor dudley, michael peña, dougray scott, djimon hounsou, peter andersson, kathleen robertson, john patrick amedori, michael paré, alex sparrow, cas anvar",United States,2020-04-20,2015,pg-13,91,"horror movies, thrillers",a young woman hospitalized for an infected wound becomes possessed by a satanic force that will take a priest and two vatican exorcists to defeat.
s8551,movie,the walls of the moon,"ossama abu el atta, tarek al eryan","mona zaki, asser yassin, amr saad, salwa mohammed",Egypt,2019-04-18,2015,tv-14,98,"action & adventure, dramas, international movies","after losing her eyesight in an accident, a woman lands in a love triangle as she looks for meaning in her life."
s8553,movie,the water diviner,russell crowe,"russell crowe, olga kurylenko, yılmaz erdoğan, cem yılmaz, jai courtney, ryan corr, james fraser, ben o'toole, steve bastoni, salih kalyon","Australia, United States",2019-10-07,2014,r,111,"dramas, international movies","years after the presumed death of his three sons in battle, a grieving farmer journeys to turkey to find them and return them to their homeland."
s8554,movie,the water horse: legend of the deep,jay russell,"emily watson, alex etel, ben chaplin, david morrissey, brian cox, priyanka xi, marshall napier, joel tobeck, erroll shand, craig hall","New Zealand, United Kingdom, Australia",2018-11-01,2007,pg,112,children & family movies,a boy watches an egg he found hatch into something incredible. but how long can he keep such a big secret from his mom – and the scottish government?
s8555,movie,the waterboy,frank coraci,"adam sandler, kathy bates, henry winkler, fairuza balk, jerry reed, lawrence gilliard jr., blake clark, peter dante, jonathan loughran, al whiting",United States,2017-03-08,1998,pg-13,90,"comedies, sports movies",a water boy for a college football team has a rage that makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.
s8556,movie,the wedding curse,chito s. roño,"kris aquino, claudine barretto, boots anson-roa, glaiza de castro, jhong hilario, liza lorena, bernard palanca, wendell ramos, maja salvador, ronaldo valdez",Philippines,2019-03-21,2006,tv-pg,101,"horror movies, international movies",two weddings marred by tragedy lead the respective brides to believe that that they've been cursed by an old cultural superstition.
s8557,movie,the wedding party 2: destination dubai,niyi akinmolayan,"enyinna nwigwe, daniella down, banky wellington, adesua etomi, somkele iyamah, iretiola doyle, sola sobowale, michael de pinna, lynita crofford, patience ozokwor",Nigeria,2019-09-21,2017,tv-14,98,"comedies, international movies, romantic movies","in this sequel to the 2016 hit ""the wedding party,"" a couple's date night ends in an accidental proposal, sparking a series of chaotic family events."
s8559,movie,the witch,robert eggers,"anya taylor-joy, ralph ineson, kate dickie, harvey scrimshaw, ellie grainger, lucas dawson, bathsheba garnett, sarah stephens, julian richings, wahab chaudhry","United Kingdom, Canada, United States",2018-09-17,2015,r,92,"horror movies, independent movies","believing that a witch has cursed their family, pilgrims homesteading on the edge of a primeval new england forest become increasingly paranoid."
s8560,movie,the witch files,kyle rankin,"holly taylor, alice ziolkoski, britt flatmo, paget brewster, tara robinson, adrienne rose white, greg finley, valerie mahaffey, jared boghosian, william bornkessel",United States,2019-02-01,2018,tv-14,88,"horror movies, thrillers","a disparate group of teenage girls discovers how to obtain supernatural abilities, but abusing their newfound power has disturbing consequences."
s8563,movie,the women's balcony,emil ben-shimon,"evelin hagoel, igal naor, orna banay, einat sarouf, avraham aviv alush, itzik cohen, yafit asulin, sharona elimelech, herzl tobey, haim znati",Israel,2017-12-19,2016,tv-pg,100,"comedies, dramas, faith & spirituality","a conservative rabbi steps in to lead a congregation reeling from an accident, but his controversial plans incite a gender war among the congregation."
s8564,movie,the workshop,laurent cantet,"marina foïs, matthieu lucci, warda rammach, issam talbi, florian beaujean, mamadou doumbia, julien souve, mélissa guilbert, olivier thouret, lény sellam",France,2018-11-10,2017,tv-ma,114,"dramas, international movies","in an old shipyard town in france, sociopolitical tensions beset a writing workshop where the instructor notices a student with a dark side."
s8565,movie,the world is not enough,michael apted,"pierce brosnan, sophie marceau, robert carlyle, denise richards, robbie coltrane, judi dench, desmond llewelyn, john cleese, maria grazia cucinotta","United Kingdom, United States",2019-12-31,1999,pg-13,128,action & adventure,"greed, revenge, world domination: it's all in a day's work for james bond, who's on a mission to protect an oil heiress from a notorious terrorist."
s8566,movie,the world's most wanted animal,victoria bromley,maria diekmann,United Kingdom,2019-04-01,2018,tv-pg,53,documentaries,"a conservationist shares her emotional journey in helping save rare, scaly mammals that have been illegally trafficked and now face extinction."
s8567,movie,the wrong babysitter,george mendeluk,"daphne zuniga, seann gallagher, lisa marie caruk, matt bellefleur, ava hughes, britt irvin, lochlyn munro",Canada,2019-06-18,2017,tv-14,89,thrillers,"a widow searches for her missing teenage daughter, not knowing that her seemingly helpful neighbor is hiding a terrible secret."
